gmail_id,gender,marital_status,seniorcitizen,tenure,auto_renewal,subscription_type,devices_connected,tickets_raised,feedback_sentiment,payment_method,subscription_status,country,language,failed_login_attempts,login_frequency,monthly_usage_hours,server_switch_frequency,streaming_access,average_speed_mbps,connection_success_rate,plan_upgrade_attempts,last_login,unresolved_tickets,discount_used,churn
kevin.alvarado961@gmail.com,Female,Married,False,9,on,basic,9,20,neutral,card,expired,Germany,Hindi,43,15,70,7,False,good,4,8,old,14,True,no
shawn.brooks620@gmail.com,Male,Single,True,3,on,premium,5,17,neutral,card,cancelled,UK,Hindi,29,14,60,4,False,better,18,3,recent,11,False,no
robert.floyd510@gmail.com,Female,Married,False,2,off,gold,5,0,negative,paypal,expired,Germany,English,25,11,72,9,True,better,10,1,old,16,True,yes
benjamin.myers155@gmail.com,Male,Single,False,10,off,premium,2,13,neutral,card,expired,Germany,English,14,6,75,6,False,better,5,5,very_old,10,False,no
joseph.cobb110@gmail.com,Male,Married,True,8,off,basic,6,10,positive,upi,cancelled,India,Telugu,20,8,83,9,False,good,13,4,very_old,13,True,no
sarah.sanders549@gmail.com,Male,Married,True,4,on,basic,5,17,positive,upi,expired,US,Hindi,12,22,144,9,False,good,8,9,very_old,18,False,yes
catherine.rubio580@gmail.com,Female,Single,True,9,off,gold,4,11,neutral,card,expired,India,Hindi,2,12,51,3,True,better,1,10,old,14,True,no
isaac.murphy966@gmail.com,Male,Married,True,6,on,premium,6,5,neutral,card,cancelled,India,Hindi,19,10,144,1,False,poor,6,3,very_old,18,True,yes
nicole.daniel280@gmail.com,Male,Single,False,3,on,premium,5,11,positive,paypal,cancelled,Germany,Telugu,10,3,140,7,False,good,15,8,recent,2,True,no
james.velasquez640@gmail.com,Male,Single,True,10,off,basic,2,18,neutral,upi,expired,US,Hindi,22,16,93,3,False,better,2,8,recent,19,True,no
lynn.brooks822@gmail.com,Female,Married,True,3,on,basic,6,1,positive,card,active,US,Hindi,2,21,106,3,True,poor,2,1,recent,11,True,no
janet.thomas113@gmail.com,Male,Married,True,4,off,premium,2,10,negative,card,expired,UK,Telugu,37,20,145,7,False,poor,18,0,very_old,2,True,no
robert.dawson912@gmail.com,Male,Single,False,7,off,gold,9,1,negative,paypal,active,India,Hindi,23,23,37,3,False,poor,3,1,old,3,True,no
margaret.duncan122@gmail.com,Female,Single,False,1,off,premium,8,10,positive,card,expired,US,Hindi,48,20,65,1,False,good,7,6,recent,7,False,no
stephanie.walker687@gmail.com,Male,Married,True,3,off,premium,7,17,negative,upi,active,India,Telugu,31,6,143,7,False,poor,10,7,old,14,False,no
patricia.adams969@gmail.com,Female,Married,True,6,off,gold,9,11,positive,paypal,active,Germany,Hindi,11,17,56,7,True,poor,11,0,very_old,15,True,no
ashley.lin348@gmail.com,Male,Married,False,3,off,basic,10,15,negative,upi,cancelled,US,Telugu,42,4,140,5,True,poor,18,4,very_old,17,False,yes
charles.duncan256@gmail.com,Male,Single,True,8,off,premium,1,17,negative,paypal,active,India,English,30,13,109,1,False,good,7,4,very_old,13,True,no
juan.mcintosh390@gmail.com,Male,Married,False,5,off,gold,7,7,positive,card,expired,Germany,English,2,2,77,5,False,better,6,7,old,9,False,no
brian.cooper999@gmail.com,Male,Single,True,7,on,gold,8,15,neutral,upi,active,UK,Telugu,44,14,120,4,True,good,11,5,recent,15,False,no
tina.bradley350@gmail.com,Male,Single,False,8,off,premium,5,14,neutral,upi,cancelled,UK,English,41,5,40,10,True,poor,9,10,old,16,False,yes
chad.welch234@gmail.com,Female,Married,True,8,on,gold,1,3,negative,paypal,active,India,English,17,23,36,8,False,better,15,3,recent,9,False,no
justin.sims134@gmail.com,Female,Single,True,3,on,gold,4,0,neutral,card,expired,US,English,9,1,75,6,True,good,7,3,old,12,False,yes
beth.williams352@gmail.com,Female,Single,True,2,off,premium,7,14,negative,upi,expired,India,Hindi,21,4,10,1,False,better,17,7,old,8,True,yes
victor.gonzalez753@gmail.com,Male,Married,False,8,off,gold,3,13,neutral,upi,active,US,Telugu,44,13,64,3,True,better,8,8,old,0,True,no
cheryl.hamilton465@gmail.com,Male,Single,False,9,on,gold,9,8,neutral,paypal,cancelled,UK,Telugu,44,16,170,7,True,poor,2,1,recent,0,False,no
bruce.compton194@gmail.com,Female,Single,True,3,off,basic,3,1,positive,paypal,expired,UK,English,32,24,142,2,True,better,10,6,old,6,True,no
jacob.barnett536@gmail.com,Female,Single,True,1,on,basic,8,0,positive,paypal,active,India,English,43,25,161,1,False,better,7,10,very_old,15,True,no
david.camacho940@gmail.com,Male,Married,False,4,on,basic,4,17,negative,paypal,expired,US,Hindi,15,21,11,1,False,better,10,2,very_old,0,False,no
stanley.morris193@gmail.com,Female,Married,True,7,on,gold,9,2,neutral,paypal,expired,Germany,Telugu,27,2,182,4,False,better,17,1,recent,3,False,no
william.fuller513@gmail.com,Male,Single,True,2,off,gold,3,11,negative,upi,expired,UK,Hindi,26,18,125,1,False,better,2,4,old,12,False,yes
ryan.martin754@gmail.com,Female,Single,False,8,on,gold,6,12,positive,upi,cancelled,US,Hindi,43,17,93,9,False,good,18,7,old,20,False,yes
monica.alexander934@gmail.com,Female,Single,True,6,off,premium,10,10,positive,paypal,active,India,Telugu,44,13,66,7,False,better,15,6,very_old,19,True,yes
tara.johnson995@gmail.com,Female,Married,False,3,off,basic,8,18,negative,upi,expired,US,Telugu,33,3,72,3,True,good,6,6,recent,1,True,no
kenneth.gallegos401@gmail.com,Female,Single,True,6,on,basic,6,0,neutral,upi,cancelled,US,Hindi,31,4,197,2,True,poor,17,6,very_old,18,True,yes
dana.barajas705@gmail.com,Female,Single,False,5,on,gold,6,15,neutral,card,expired,India,Telugu,45,1,198,7,True,better,16,4,old,0,False,yes
jamie.weaver961@gmail.com,Female,Single,False,4,off,basic,1,5,neutral,paypal,active,UK,Telugu,36,0,175,6,False,better,20,4,very_old,2,True,no
michele.smith47@gmail.com,Female,Single,True,6,off,premium,2,1,negative,upi,expired,UK,Hindi,7,4,29,5,True,poor,19,3,recent,4,True,no
marie.mccarthy781@gmail.com,Male,Married,True,6,on,premium,2,13,negative,paypal,cancelled,US,Telugu,43,0,42,10,True,better,19,8,very_old,4,True,no
erin.jones436@gmail.com,Male,Married,True,7,on,gold,8,10,positive,upi,active,UK,English,38,24,108,2,False,good,13,10,very_old,15,False,no
anthony.mcfarland746@gmail.com,Female,Single,False,6,off,premium,7,6,negative,upi,active,India,English,11,16,197,10,False,good,19,7,recent,5,False,no
kathleen.edwards477@gmail.com,Female,Married,False,4,off,gold,6,13,negative,upi,expired,Germany,Telugu,35,20,14,8,True,good,13,8,recent,17,False,yes
michelle.cooper86@gmail.com,Male,Married,True,4,off,gold,3,10,negative,upi,expired,UK,English,47,20,123,8,False,good,11,8,very_old,3,False,yes
misty.sanchez914@gmail.com,Female,Married,False,2,off,premium,5,16,negative,upi,expired,Germany,Hindi,50,20,43,1,True,better,19,2,recent,13,True,yes
tracey.werner563@gmail.com,Male,Married,False,10,off,basic,7,2,negative,upi,cancelled,Germany,English,48,19,198,7,True,better,20,7,old,1,True,yes
joseph.roberson814@gmail.com,Male,Single,False,10,off,basic,10,12,positive,upi,cancelled,US,English,13,12,38,6,False,better,1,5,recent,6,False,no
kimberly.flores649@gmail.com,Male,Married,False,5,off,basic,2,14,negative,upi,cancelled,UK,English,18,24,132,9,True,good,13,6,recent,12,False,yes
carol.martinez980@gmail.com,Female,Single,False,9,on,gold,3,9,neutral,card,expired,UK,Hindi,18,7,62,5,False,better,19,1,very_old,4,False,no
david.brooks632@gmail.com,Female,Single,True,3,off,basic,7,1,negative,upi,active,India,Telugu,9,12,143,5,True,poor,14,10,recent,19,False,no
kristin.le49@gmail.com,Male,Single,False,4,on,basic,4,17,positive,card,active,US,English,4,7,125,2,False,better,5,4,recent,17,False,no
hailey.johnson767@gmail.com,Male,Single,True,1,off,premium,3,0,positive,card,cancelled,UK,Hindi,10,19,198,4,False,good,5,9,old,0,False,no
david.may930@gmail.com,Female,Married,True,10,on,gold,5,14,neutral,card,expired,US,English,32,7,140,4,True,better,7,4,old,15,False,no
natasha.glover514@gmail.com,Male,Married,False,6,off,premium,5,11,neutral,card,expired,UK,Telugu,25,21,87,7,True,poor,17,1,very_old,11,True,no
ryan.hernandez514@gmail.com,Male,Single,True,10,off,premium,7,16,neutral,upi,active,UK,Hindi,23,16,102,8,False,better,13,3,recent,0,True,no
albert.dominguez836@gmail.com,Female,Single,False,1,on,gold,1,6,positive,upi,cancelled,India,English,16,12,32,7,False,better,1,5,very_old,7,True,yes
danielle.edwards509@gmail.com,Female,Single,True,8,off,gold,5,10,negative,paypal,cancelled,UK,Hindi,21,16,128,3,False,poor,14,10,very_old,4,False,yes
eric.ward437@gmail.com,Female,Single,False,7,on,premium,2,3,negative,upi,cancelled,Germany,English,42,14,97,3,False,good,15,2,old,13,False,yes
donald.love738@gmail.com,Male,Single,True,5,off,gold,7,14,positive,card,active,India,English,48,3,160,6,True,poor,11,1,recent,20,True,no
rachel.browning440@gmail.com,Female,Single,False,10,on,premium,8,14,negative,paypal,expired,India,Hindi,42,20,88,2,True,good,17,10,old,13,True,yes
maria.michael135@gmail.com,Male,Married,False,8,on,premium,5,10,neutral,upi,active,UK,Telugu,45,22,180,10,True,better,6,6,very_old,5,False,no
robert.white946@gmail.com,Female,Married,False,2,off,gold,7,10,negative,paypal,cancelled,India,English,9,25,109,10,False,good,4,8,very_old,7,False,yes
chad.brown530@gmail.com,Male,Single,False,5,off,gold,4,2,negative,card,active,UK,Telugu,49,20,42,3,False,good,12,5,old,5,True,no
jacqueline.soto890@gmail.com,Female,Married,False,5,off,gold,3,17,neutral,paypal,active,Germany,Telugu,27,10,135,9,False,good,13,4,recent,17,False,no
claudia.mitchell84@gmail.com,Female,Married,False,3,off,gold,10,9,negative,paypal,cancelled,US,English,25,23,101,6,True,good,9,9,very_old,14,False,yes
breanna.horn916@gmail.com,Female,Single,False,8,on,premium,3,18,neutral,upi,active,India,English,33,22,94,2,False,poor,6,7,recent,12,True,no
sabrina.hughes325@gmail.com,Female,Single,False,1,on,basic,2,16,neutral,upi,expired,US,Hindi,29,23,110,10,True,good,7,2,very_old,8,False,yes
suzanne.west406@gmail.com,Male,Single,False,1,off,premium,8,8,negative,paypal,expired,India,Telugu,30,7,88,10,True,better,19,1,old,19,False,yes
melissa.henry140@gmail.com,Male,Single,True,6,on,premium,3,10,negative,upi,cancelled,US,Hindi,19,18,104,3,True,poor,3,9,recent,19,False,no
jason.salinas851@gmail.com,Male,Married,False,9,off,premium,6,8,positive,card,cancelled,India,English,33,11,166,9,True,poor,13,4,very_old,19,True,yes
susan.robbins592@gmail.com,Male,Married,False,9,off,gold,10,17,neutral,paypal,active,Germany,Hindi,0,13,52,7,True,good,12,10,recent,0,False,no
madison.wagner307@gmail.com,Male,Married,False,6,off,gold,8,13,negative,upi,cancelled,India,English,42,14,107,10,False,poor,12,2,recent,12,True,yes
hector.mullen613@gmail.com,Female,Married,False,3,off,gold,8,11,neutral,upi,expired,India,Hindi,46,3,188,3,False,better,19,2,very_old,7,True,yes
john.barnes509@gmail.com,Female,Single,True,5,on,gold,5,16,negative,paypal,cancelled,Germany,Hindi,20,12,83,2,True,good,5,2,recent,11,True,yes
patricia.mcdonald139@gmail.com,Male,Single,False,10,on,basic,10,20,negative,card,cancelled,UK,Hindi,49,7,133,5,True,good,15,9,old,1,True,no
crystal.adams648@gmail.com,Male,Married,False,1,off,basic,2,4,positive,card,cancelled,US,Telugu,2,24,193,6,True,better,13,0,old,0,False,no
joseph.king668@gmail.com,Female,Married,False,2,off,basic,6,16,positive,paypal,expired,US,English,7,18,58,8,False,better,14,4,recent,18,False,no
ronald.morris326@gmail.com,Male,Single,True,8,off,premium,10,13,negative,paypal,active,Germany,Telugu,29,25,168,2,True,poor,5,1,very_old,19,False,yes
alicia.edwards177@gmail.com,Male,Married,False,3,off,premium,2,6,positive,upi,cancelled,Germany,Hindi,42,9,33,5,True,poor,13,8,very_old,17,False,no
mark.garcia897@gmail.com,Male,Married,False,2,off,gold,5,13,negative,paypal,active,US,English,29,2,123,10,True,good,16,10,recent,9,True,no
joseph.rodriguez758@gmail.com,Male,Married,False,2,off,gold,9,17,neutral,card,expired,Germany,English,28,3,19,1,True,better,12,3,old,9,True,yes
ashley.williams156@gmail.com,Female,Married,True,10,on,premium,10,7,positive,card,active,Germany,Telugu,3,24,62,8,False,poor,13,8,recent,8,False,no
timothy.cook732@gmail.com,Male,Married,False,4,off,basic,10,3,positive,card,expired,UK,Telugu,36,15,190,3,True,better,13,2,recent,9,True,yes
juan.young50@gmail.com,Female,Married,True,2,off,basic,2,1,neutral,upi,cancelled,UK,Hindi,42,4,124,6,True,good,14,0,old,1,False,no
thomas.patton105@gmail.com,Male,Single,False,4,on,gold,3,17,negative,upi,expired,India,Hindi,16,3,17,9,False,poor,7,3,very_old,14,True,yes
rebecca.robinson185@gmail.com,Male,Married,False,8,off,basic,9,4,negative,paypal,active,UK,Telugu,23,3,112,2,True,good,16,4,recent,9,False,no
nicole.owens822@gmail.com,Male,Married,False,10,on,gold,9,5,neutral,upi,expired,Germany,Hindi,23,25,146,2,True,poor,15,10,very_old,3,False,no
cody.nguyen646@gmail.com,Female,Single,True,3,off,premium,4,17,positive,upi,expired,Germany,Hindi,20,19,92,1,False,poor,5,4,very_old,4,False,yes
david.carter728@gmail.com,Female,Single,False,4,on,basic,5,1,positive,upi,active,Germany,Telugu,40,5,16,3,False,good,5,7,very_old,13,True,yes
adam.swanson946@gmail.com,Male,Single,True,1,off,basic,8,5,negative,upi,active,US,Hindi,43,11,191,1,False,better,7,10,old,13,False,no
brandi.hanna102@gmail.com,Male,Single,False,6,off,premium,8,19,negative,upi,expired,UK,Hindi,47,25,159,10,False,poor,12,7,very_old,3,True,yes
charles.sanchez930@gmail.com,Male,Married,True,6,off,basic,7,8,negative,card,cancelled,India,English,38,0,116,10,True,good,8,0,very_old,16,False,yes
edward.harris974@gmail.com,Female,Married,False,3,on,gold,1,2,negative,card,expired,India,Hindi,15,8,70,8,False,poor,6,4,recent,20,False,yes
matthew.webb894@gmail.com,Female,Married,False,3,on,basic,1,13,positive,paypal,cancelled,US,Hindi,3,20,177,3,False,good,16,6,old,10,True,no
joel.gutierrez204@gmail.com,Female,Married,False,5,on,premium,3,0,positive,card,expired,US,English,27,9,13,1,False,better,15,8,old,10,False,yes
billy.nguyen39@gmail.com,Female,Married,False,1,off,premium,7,14,positive,paypal,active,India,Hindi,24,22,148,5,True,good,2,3,recent,14,True,no
samantha.flynn107@gmail.com,Male,Married,False,7,off,premium,9,4,neutral,card,cancelled,UK,English,32,9,152,1,False,better,18,8,very_old,18,True,yes
candace.jones387@gmail.com,Male,Married,False,2,off,basic,4,9,negative,upi,cancelled,UK,Hindi,22,21,56,1,True,good,18,0,old,15,False,yes
jade.collins120@gmail.com,Female,Married,False,7,on,gold,9,12,positive,upi,expired,UK,Hindi,38,2,124,3,True,poor,1,1,recent,2,False,yes
katherine.wolf451@gmail.com,Female,Single,False,4,on,premium,8,1,positive,paypal,expired,US,Telugu,44,5,36,8,False,poor,19,6,recent,11,True,yes
paul.wells336@gmail.com,Female,Married,False,2,on,basic,2,10,neutral,card,cancelled,India,Hindi,44,21,195,5,False,poor,17,2,old,14,True,yes
michael.jordan810@gmail.com,Male,Married,True,2,on,basic,10,13,neutral,upi,active,UK,Hindi,5,12,65,9,True,good,17,8,recent,8,False,no
christopher.reynolds762@gmail.com,Male,Married,False,5,off,gold,6,7,neutral,card,cancelled,UK,English,23,14,64,4,True,better,6,3,recent,17,True,yes
jorge.mcdaniel846@gmail.com,Male,Single,True,9,off,premium,1,17,negative,upi,cancelled,India,Hindi,12,6,170,9,True,good,11,7,very_old,15,True,no
eric.shea798@gmail.com,Male,Married,True,2,on,premium,3,9,neutral,paypal,expired,UK,English,16,15,15,5,False,better,12,0,old,1,True,no
kayla.harrell716@gmail.com,Male,Married,True,9,on,premium,4,16,neutral,upi,active,Germany,Telugu,48,17,33,5,True,poor,8,2,recent,18,True,no
jeremy.hoffman498@gmail.com,Male,Single,True,5,on,gold,2,9,negative,card,cancelled,UK,Telugu,33,14,97,8,True,better,6,3,old,15,False,no
brian.cervantes487@gmail.com,Male,Married,True,8,off,gold,8,8,positive,upi,active,Germany,Telugu,17,11,55,9,False,better,10,2,very_old,17,True,no
travis.smith877@gmail.com,Male,Single,False,9,off,premium,9,11,positive,paypal,expired,India,Telugu,38,9,121,7,False,good,12,4,recent,15,False,yes
aaron.king358@gmail.com,Male,Married,True,10,on,gold,4,18,neutral,paypal,cancelled,UK,English,43,6,200,8,True,poor,11,1,recent,16,True,yes
jimmy.robinson435@gmail.com,Male,Married,False,9,off,premium,4,17,negative,upi,active,UK,Hindi,33,6,78,7,True,poor,17,9,old,18,False,no
caleb.salazar117@gmail.com,Female,Married,True,6,on,gold,3,7,positive,upi,expired,UK,Telugu,28,17,189,6,True,good,16,3,very_old,13,False,no
david.price594@gmail.com,Male,Married,False,4,off,premium,8,2,neutral,upi,cancelled,UK,Hindi,9,12,50,9,True,good,9,4,recent,11,True,no
emily.morrison894@gmail.com,Male,Single,False,10,on,premium,1,15,negative,paypal,expired,Germany,Hindi,4,10,127,8,False,poor,15,3,recent,3,True,no
geoffrey.vasquez347@gmail.com,Female,Married,True,2,off,premium,1,10,neutral,card,expired,India,Hindi,31,21,12,9,True,better,20,0,recent,0,False,yes
amanda.stafford835@gmail.com,Male,Single,False,9,on,premium,8,5,negative,paypal,active,India,English,26,8,126,9,False,better,19,8,very_old,14,False,no
destiny.hays974@gmail.com,Male,Married,False,6,off,premium,3,15,negative,card,cancelled,US,English,11,5,80,5,True,good,3,9,old,3,False,yes
tammy.cruz360@gmail.com,Female,Single,False,10,off,basic,6,11,neutral,paypal,active,India,Telugu,48,2,37,9,False,poor,13,7,very_old,13,True,yes
maria.leach207@gmail.com,Male,Single,True,4,on,basic,5,0,negative,paypal,active,US,English,31,24,25,9,True,poor,17,0,old,20,True,no
april.harrison394@gmail.com,Male,Married,True,1,on,premium,9,1,negative,card,cancelled,US,English,1,7,188,6,False,better,7,10,old,13,False,yes
sierra.vazquez152@gmail.com,Male,Married,False,3,on,basic,2,10,neutral,paypal,expired,India,Telugu,18,8,34,5,True,poor,2,2,very_old,15,False,yes
katelyn.ruiz667@gmail.com,Male,Single,True,1,off,premium,6,12,positive,card,expired,US,English,13,5,171,3,True,poor,18,2,old,15,False,yes
christine.allen484@gmail.com,Female,Single,False,2,on,basic,2,9,neutral,paypal,cancelled,Germany,Hindi,48,6,83,9,True,poor,14,2,very_old,17,False,yes
joseph.garcia670@gmail.com,Male,Married,False,2,off,premium,1,2,positive,paypal,cancelled,UK,English,50,22,117,1,True,better,5,2,old,11,False,yes
katie.dunn115@gmail.com,Male,Single,False,9,off,premium,8,20,positive,paypal,active,US,Telugu,13,14,117,2,False,poor,11,2,very_old,1,True,no
linda.simmons830@gmail.com,Male,Married,False,1,on,basic,7,13,positive,card,expired,UK,Telugu,0,7,172,5,False,good,12,6,very_old,17,False,no
jamie.jennings9@gmail.com,Female,Married,False,8,off,basic,1,11,positive,upi,cancelled,UK,Hindi,4,22,79,2,False,better,8,4,very_old,18,True,yes
ashley.shields641@gmail.com,Female,Married,True,9,off,gold,4,14,positive,paypal,expired,UK,Telugu,50,21,71,10,False,better,6,3,old,6,False,no
carrie.li755@gmail.com,Male,Married,True,2,off,basic,2,6,positive,card,active,US,Telugu,11,19,130,7,True,poor,13,8,old,1,False,no
mackenzie.hoffman915@gmail.com,Male,Single,True,6,on,premium,3,0,negative,paypal,expired,India,Hindi,24,9,104,4,False,better,13,2,recent,10,True,yes
jessica.garcia662@gmail.com,Male,Single,False,7,off,basic,4,10,neutral,paypal,cancelled,Germany,Telugu,39,21,155,9,False,poor,18,8,old,19,False,yes
michelle.conner383@gmail.com,Female,Married,False,9,on,basic,1,10,neutral,upi,expired,UK,Hindi,13,20,189,1,True,poor,19,5,recent,10,False,no
sandra.romero900@gmail.com,Female,Single,True,9,off,gold,1,14,neutral,paypal,active,UK,Telugu,31,14,91,2,False,poor,18,3,old,14,True,no
angelica.jones726@gmail.com,Male,Single,True,4,off,basic,5,6,positive,paypal,cancelled,UK,Telugu,50,25,160,9,False,better,2,1,recent,1,False,no
elizabeth.barnett700@gmail.com,Female,Single,False,2,off,premium,5,19,negative,paypal,cancelled,Germany,Telugu,15,8,179,1,False,good,5,8,very_old,3,False,no
lori.bradley297@gmail.com,Male,Married,False,9,on,basic,1,14,neutral,card,cancelled,India,English,27,25,113,10,True,good,6,10,very_old,18,False,yes
kenneth.holland92@gmail.com,Female,Married,True,6,on,gold,3,17,negative,paypal,expired,India,English,1,18,75,6,True,poor,15,8,very_old,16,False,no
kaitlyn.brennan296@gmail.com,Male,Single,False,8,off,basic,6,13,positive,upi,expired,India,English,7,20,26,2,True,poor,7,10,recent,7,True,no
amy.holland930@gmail.com,Female,Married,False,5,on,basic,10,20,neutral,paypal,active,Germany,Hindi,34,12,122,8,True,poor,10,7,recent,19,False,no
erica.terry660@gmail.com,Female,Married,False,6,on,basic,8,11,negative,card,active,India,English,38,16,165,5,False,good,20,7,recent,3,False,no
brian.grimes183@gmail.com,Male,Married,True,4,on,premium,5,7,neutral,upi,active,US,Telugu,28,3,86,5,True,better,8,6,old,13,True,no
anne.hernandez713@gmail.com,Male,Single,True,4,off,premium,8,10,positive,card,expired,UK,Telugu,24,4,81,3,False,poor,8,6,recent,3,True,no
andrew.landry517@gmail.com,Male,Single,True,9,off,premium,3,18,neutral,paypal,expired,India,English,30,16,68,7,True,good,6,1,old,9,False,no
jessica.benitez113@gmail.com,Female,Married,False,10,on,gold,4,17,positive,card,cancelled,Germany,Telugu,43,9,98,3,True,poor,6,6,very_old,2,True,yes
maria.kramer591@gmail.com,Male,Married,True,5,on,basic,9,1,neutral,upi,expired,UK,Hindi,7,16,83,1,True,poor,5,7,old,2,False,no
shawna.harris722@gmail.com,Male,Single,True,8,off,gold,6,0,negative,paypal,expired,Germany,Hindi,10,8,139,10,True,good,4,10,old,6,False,yes
kyle.morgan341@gmail.com,Female,Single,False,8,off,premium,1,0,positive,upi,expired,UK,English,25,10,18,2,False,better,3,6,old,20,False,no
david.holmes507@gmail.com,Female,Single,True,3,on,basic,2,2,positive,upi,active,US,English,49,1,110,9,False,good,3,0,old,19,True,no
jennifer.poole779@gmail.com,Male,Married,False,4,on,gold,6,8,neutral,card,active,UK,Hindi,4,5,18,10,True,poor,3,0,recent,11,False,no
lindsay.blair549@gmail.com,Female,Single,True,3,off,gold,3,1,positive,upi,expired,UK,Telugu,31,21,173,6,True,good,16,4,old,14,False,yes
jose.atkins89@gmail.com,Male,Single,True,8,off,gold,9,4,negative,upi,active,Germany,Hindi,16,15,74,1,False,poor,11,7,old,19,False,yes
allison.contreras567@gmail.com,Female,Married,True,7,off,gold,1,5,positive,paypal,expired,India,Telugu,4,19,25,9,False,better,5,1,recent,1,False,no
martin.singh210@gmail.com,Female,Married,False,2,on,gold,10,11,negative,card,expired,Germany,English,20,0,99,10,False,better,4,10,old,19,True,no
patrick.bruce705@gmail.com,Male,Single,False,2,off,gold,4,20,positive,paypal,expired,India,Hindi,19,24,117,9,True,better,8,6,recent,15,True,no
christopher.nguyen664@gmail.com,Female,Single,False,9,on,gold,4,3,negative,paypal,expired,UK,English,26,6,187,6,False,better,4,6,very_old,11,True,yes
christopher.white790@gmail.com,Female,Married,False,9,on,premium,8,3,positive,card,expired,UK,English,17,22,199,5,True,better,6,3,recent,14,False,yes
connor.reed365@gmail.com,Female,Married,False,4,off,premium,1,2,negative,upi,expired,India,Telugu,29,7,172,6,False,poor,3,6,old,11,True,no
kelly.johnson790@gmail.com,Female,Married,True,2,on,basic,3,15,positive,paypal,expired,UK,Hindi,1,1,154,10,True,poor,8,3,recent,0,True,no
david.warner969@gmail.com,Female,Married,True,5,on,premium,3,19,negative,card,cancelled,India,Hindi,24,22,97,10,False,poor,20,8,old,8,False,no
lisa.solis141@gmail.com,Female,Married,False,1,on,gold,4,20,negative,upi,expired,Germany,Hindi,26,8,14,5,False,good,4,3,old,15,False,yes
alexandra.blankenship700@gmail.com,Female,Single,True,5,on,premium,4,12,neutral,paypal,expired,Germany,English,25,23,171,5,True,poor,15,2,recent,1,False,yes
brian.smith471@gmail.com,Female,Married,False,5,on,gold,8,10,positive,paypal,cancelled,India,English,46,14,168,6,False,poor,9,10,recent,18,False,yes
wendy.atkinson529@gmail.com,Female,Married,True,6,off,basic,5,2,positive,card,active,UK,English,29,23,130,5,False,better,18,0,recent,19,False,no
amy.morris987@gmail.com,Male,Married,True,8,on,premium,4,13,positive,paypal,expired,India,Telugu,44,12,18,5,False,good,6,0,old,4,True,no
carol.wood435@gmail.com,Female,Single,True,5,on,gold,6,8,positive,card,active,India,Telugu,16,23,43,9,False,good,6,9,recent,11,True,no
andrew.martinez888@gmail.com,Female,Married,False,8,on,basic,5,10,negative,card,cancelled,India,Telugu,16,22,64,8,False,better,13,0,very_old,4,True,yes
megan.richardson780@gmail.com,Male,Married,False,10,on,basic,9,10,negative,card,cancelled,Germany,Telugu,41,4,30,6,True,good,19,6,old,0,False,no
daniel.mcguire525@gmail.com,Female,Single,True,4,on,basic,10,11,positive,paypal,expired,Germany,Hindi,29,5,146,4,True,better,4,6,very_old,2,False,no
joshua.booth777@gmail.com,Female,Married,False,10,off,basic,6,4,negative,paypal,cancelled,Germany,Hindi,5,7,45,8,True,better,1,3,recent,5,True,no
david.williams579@gmail.com,Male,Married,False,7,off,basic,10,4,neutral,paypal,cancelled,US,English,24,18,72,10,False,poor,4,0,old,15,True,yes
sarah.durham675@gmail.com,Male,Married,True,8,off,gold,7,14,negative,upi,cancelled,US,English,27,23,44,3,False,good,8,2,recent,6,True,no
philip.cook901@gmail.com,Male,Married,False,4,on,gold,10,4,neutral,card,cancelled,Germany,English,36,0,175,7,True,better,8,8,very_old,6,False,yes
michael.williamson413@gmail.com,Female,Married,True,8,off,basic,1,9,neutral,card,cancelled,Germany,English,11,3,126,9,False,better,5,3,old,4,False,no
richard.haynes701@gmail.com,Male,Single,False,10,off,gold,9,3,negative,upi,active,Germany,Hindi,40,21,125,3,False,good,2,0,recent,15,True,yes
daniel.hicks927@gmail.com,Female,Married,False,1,off,gold,4,17,positive,paypal,expired,US,English,13,11,22,5,True,poor,7,3,old,17,True,no
tammy.harmon829@gmail.com,Male,Single,False,9,on,gold,4,1,positive,card,cancelled,UK,English,42,24,199,4,True,poor,4,8,very_old,20,False,yes
mitchell.ramos973@gmail.com,Male,Single,True,7,off,premium,2,20,negative,paypal,expired,Germany,English,25,20,77,4,True,poor,15,3,recent,9,False,yes
melissa.luna306@gmail.com,Female,Single,True,6,on,premium,9,20,negative,paypal,cancelled,US,Telugu,2,15,117,10,True,better,13,1,old,15,False,no
jonathon.parks730@gmail.com,Female,Single,False,7,off,basic,6,4,negative,card,cancelled,US,English,48,18,172,10,False,poor,16,1,recent,5,True,yes
christine.duran640@gmail.com,Male,Single,True,3,on,gold,5,16,negative,upi,expired,UK,English,17,5,79,9,False,poor,17,8,recent,4,True,yes
william.dougherty44@gmail.com,Female,Single,False,10,on,gold,2,16,positive,upi,active,UK,English,35,14,57,7,True,better,13,5,old,5,False,no
christopher.fields795@gmail.com,Female,Married,True,7,off,premium,8,14,negative,card,active,UK,English,19,21,111,9,True,good,7,10,old,8,True,no
emily.chambers361@gmail.com,Male,Married,True,10,off,premium,10,17,negative,upi,expired,India,English,2,2,25,1,False,poor,1,0,very_old,11,True,yes
jesse.jensen918@gmail.com,Male,Single,False,6,off,basic,10,1,positive,card,cancelled,Germany,English,11,12,190,2,False,better,13,0,old,4,False,no
